title,company,location,link
Senior Server Engineer,레이니스트,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0775a7b8bbca016c
[경력5년이상] 온라인광고 서비스 플랫폼 기획 및 운영,니트머스,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7e161cacc618feff
"JAVA, 백엔드 외 경력 정규직",코어디아이티,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=57a602f79e472de7
Senior Full-Stack Developer,Asiance,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dcbce45dbe2d3679
통계 분석 전문가,Success Korea,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=04ecc7af1c61ab5a
HANA Cloud Service Developer,SAP,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e1d6f1525cad26e0
"Senior Manager, Business Analysis (Coupang Eats)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0c14befa83522ce0
기술적 진단/침해분석(시스템보안),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2d68585432d43fd9
Machine Learning Engineer (자연어처리),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d30038cd4e0afa9c
[공통기술부문] SRE 엔지니어(DevOps),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7f47fc1d202dd11c
검색품질 담당,Success Korea,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d5597ab320c653af
"Senior Manager, Business Analysis [Growth Analytics]",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=89cb63d27e8396f4
Database Consultant,www.enterprisedb.com,서울 강남역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f9f2df6b4e3ba4f
20년 차량용 반도체/전장SW 전문가 경력 상시 [PT SW플랫폼 개발],현대오트론,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0fd935a8c87c082e
빅데이터 분석/활용(과~차장),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2dc48511f09843fa
결제시스템 기술개발 (대리-과장),Success Korea,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d5a08b8f70e8d699
게임밸런스 (게임 시뮬레이터),Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9681ee519a4f870e
Data Scientist,Success Korea,서울 역삼동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b34ab7400ac17fd2
시스템 프로그래머,에너지 거래소 및 에너지데이터 중개,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=33fbfcd01ae23602
보안 엔지니어,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=736c75e6528f5bb4
지스트 블록체인인터넷경제연구센터 계약직(박사급 연구원),광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7b314f7d2a99c2ea
데이터 과학자(Data Scientist),Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1507c71b18b36a92
모바일 캐쥬얼게임 데이터 분석,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c67e69651d93a210
게임플랫폼 Client 개발,Success Korea,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=913dea5d207616b9
DGIST-ETH 마이크로로봇연구센터 계약직 직원 공개 초빙 공고,대구경북과학기술원,대구 현풍면,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c9c0370fa9baf512
"Imaging Scientist, Technology Development Center Korea",Success Korea,경기도 화성,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dd525f7585490793
Data Analyst (데이터 분석가) 경력직,Success Korea,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a4e5c4e5a7a552a1
빅데이터 전략/마케팅 (과~차장),Success Korea,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c81984fb6cd9a0c6
"Senior, Software Engineer (Search Quality Assurance)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7a08f5e589b10a00
Search Developer,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b55ab8f1eb968bca
저축은행 다이랙트마케팅팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=79da9b878d3d8709
데이터 분석,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a3466ccc9a114807
Big Data Engineer,휴먼디지털,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6863b8ecbee9cb28
DevOps Consultant,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d6186ec04e0330ab
웹 개발자 및 클라우드 서비스 개발자,SW개발전문회사,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2b87d631b7375db3
데이터개발자,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=117767361ef74052
Cloud Platfrorm 개발 및 운영,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=71ecd14b3431ac40
Sydney Based Cloud Support Engineer,Success Korea,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=449c79ff66c3925c
제어 엔지니어,Success Korea,성남 중원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=521e6790bfc52607
데이터 분석가,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=450cd18a140afa16
API설계/개발,Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4f76e06ec22d352a
긴급]Database Administrator & Data Warehouse Engineer,Success Korea,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c483dda7deecb505
TEST IT,Success Korea,인천 부평구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e51c8736967894d3
저축은행 디지털 LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3ca47f227f783ee5
데이터분석가,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb4f78c31e1860f4
빅데이터수집/처리,Success Korea,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d24722707c9aed56
[IT R&D] 머신러닝 개발 부문 (주임~과장),Success Korea,서울 을지로동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1a8ac51bcd79040f
Data Analyst (3년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=91805cdafa75095d
전산실 MIS 개발 운영 담당자 채용,Success Korea,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e96c0409b4d2b8b5
머신러닝 개발자,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2900b41c0b091e46
네트워크 장비 QA 엔지니어,Success Korea,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d489908adc2560c8
QA,Success Korea,서울 충무로역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3a521c162c858ff4
Deep Learning Engineer(영상 처리),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c0f615c8aecd5778
빅데이터 분석/컨설팅(3년이상 경력),에이치알 코리아,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1686bc8fdc03fd84
Browser 엔지니어,Success Korea,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=56fe0e390c06afc3
"대기업 빅데이터 분석 시스템 개발 및 운영 (Linux,Spark, Python, Java)",차량IT 전문 기업 (대기업),서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3cdc2dd9e04de2ef
"FinTech 보안, Abusing 분석 및 대응",Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bf0a24270bcbe297
Senior DevOps Engineer,레이니스트,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=feb6f27fec2c9dc3
Discovery(검색/추천) ML Engineer,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=62f4835c89011cd6
백엔드 개발자(리드),Success Korea,서울 역삼역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1947d9fed6bf4e36
Senior Developer for HANA Cloud Service Enablement,SAP,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bdc87f7ab379210b
Machine Learning Engineer (8년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e9952107e4857eaf
Back-end Developer 백엔드 개발자 (JAVA),Peer,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de02498698b3c239
"Principal, Business Analysis (Coupang Eats)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2cca42ee0951d4be
Native Korean Speaking Software QA Test Engineer,TikTok,서울 여의도역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b658bf0e47e92299
Database Consultant,www.enterprisedb.com,서울 강남역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f9f2df6b4e3ba4f
Data Scientist (고객데이터 분석),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7aa43c167847c40f
SW 배움 좋아하는 긍정적 마인드 소유한 개발자,스마트쿱,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ce41340260a844d2
AI(인공지능) 개발자,휴먼디지털,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d498993697237b33
Principal Business Analysis (Service design excellence),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e429c7f6fd2443c4
DGIST 고신뢰CPS연구센터 제1차 계약직 연구원 채용 공고,대구경북과학기술원,대구 현풍면,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b68c0bd75dbe08d
저축은행 앱마케팅팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=35cefd4d91c7b366
머신러닝기반 데이터분석[1차],Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=26cc815d5498f436
머신러닝 엔지니어 (Machine Learning Engineer),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4fb135f4b8706402
디지털마케팅본부 수신상품 기획 및 전략수립 경력자,국내자본 저축은행,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=509e7ab10e54f962
Cloud Infrastructure (DevOps) Engineer,Sendbird,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2d7b16bcf6fa8c8f
Fullstack SW개발자,신재생에너지 분야 솔루션기업,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a2089ff8a19a429f
검색서비스 개발 (5년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=53558c186f96422e
저축은행 소비자금융 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cdf617324298bb9d
저축은행 소비자금융 Data Science,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9cd311595b3e4bea
Data Mining 개발(3년이상 경력),에이치알 코리아,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8cf3625826afa063
모바일 RPG 게임,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4e4c0ded02e9efd4
Junior and/or Senior S/W Engineers for Cassandra NoSQL Services,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c495ae06620d2544
Media Delivery Server 개발,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dae2c7e9525b116a
Operations Associate (운영팀원) - 한국,Beam,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e58c6fe6fd87f03e
머신러닝 엔지니어 (5년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4703aab992909e94
머신러닝 엔지니어 (3년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c4338692c14fa45a
빅데이터 분석,Success Korea,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b41f8c37de8fae06
Data Analyst,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=83a5b89e3b21d2ae
"Senior Manager, Software Engineering (Search and Discovery Platform)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=864f613e52a0ee39
데이터 사이언스,Success Korea,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e694ab3767521447
Operations Manager (운영팀장) - 한국,Beam,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=43bf0c7e2b10e9b5
Data Analyst (5년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4075d8bfdc15d56d
대기업 검색엔진 개발 (대리과장급),차량IT전문 기업 (그룹사),서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9888cc0f4c8b7f42
저축은행 디지털마케팅본부 데이터분석 경력자,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=074bbbc1b7c4d596
Data Engineer,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fdf1db98262a7014
저축은행 디지털뱅킹팀 데이터분석 경력,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=53ced11b1e0addce
응용프로그래머[팀장급],Success Korea,서울 성수동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=12bca81588e3f9aa
데이터 전문가,Success Korea,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=74c4f418a78c820f
시스템 엔지니어,Success Korea,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=516545e5882be38c
Javascript Developer,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e07bf0c08b59ca0c
Linux 서버 개발자,Success Korea,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fe69337a085bae5b
저축은행 앱마케팅팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0ab285258b1cb206
운영(Business Operation Management) 경력자,유명메신저회사,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=caccb1d9be6bc918
Quantitative Researcher,Success Korea,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b3b8333c9dae2ce
Data Engineer(머신러닝),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d186bbf489056d37
서버 개발자,유명메신저회사,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fee56fb9223065b1
Platform server 개발자,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3da2537c07ea7706
테크니컬 아키텍트,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bc4a0e62c7c3d510
웹개발자,Success Korea,서울 잠실역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2936adf2a7318db5
"클라우드 서비스 개발자 중급(IaaS, PaaS)",SW개발전문회사,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=785844821918d4ac
Software Engineer - Messaging (Server),Sendbird,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=58ead3610b119e16
DW&BI팀 Data Engineer,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=38d2f5a2543582fc
DW&BI팀 Data Architect,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d04d5965fd332b3e
Database Consultant,www.enterprisedb.com,서울 강남역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5f9f2df6b4e3ba4f
그로스해킹/데이터분석 (5년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f29b95e3fb173f5
RF Test SW Engineer,Success Korea,인천 송도동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bc87802b5648f167
저축은행 소비자금융본부 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7376f377161ea4f2
Web 개발,Success Korea,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c193b65defa6a4ec
응용프로그래머,Success Korea,서울 성수동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e91a1e74c8e477b7
Machine Learning Engineer (이미지기술개발),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f2862292f0a18038
Text 분석,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=60097047695d7c71
빌링서버 개발자,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d9f1c1b5579f37c4
서비스 개발 및 관리,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bbf36187bf5002f0
데이터 엔지니어,Success Korea,서울 광화문역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bfab93af00d5d49a
디지털LAB 신기술파트,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d24428ed26f0b058
Sr.Backend Developer(Fintech),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5548391bead30e27
Machine Learning Engineer (추천엔지니어),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=145e4220a8244c4e
머신러닝,Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5ecb57c806c47aa0
전산팀 개발 담당,Success Korea,서울 역삼동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2d6e7d69a6ba52d6
데이터분석,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=67e90e28e81d778d
소프트웨어 개발 PM,SW개발전문회사,서울 목동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bfdb6d14b38319a1
보안 개발전문가,Success Korea,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dcc2877b33c5b511
빅데이터 플랫폼 운영 및 분석구현,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=89d3bffd37a2487a
"Specialized Solutions Architect III, Analytics",Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9bc37251d0a3154e
플랫폼(크라우드펀딩 혹은 마켓플레이스) IT 개발자,Success Korea,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=44419308a1995b82
IT 데이터 분석 전문가,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=633275d4c482a753
개인화 추천서비스 개발,Success Korea,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=18d4b759113240ca
ICT 서비스본부 디지털LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5d6f265e064496e0
전자상거래 플랫폼 인프라 설계/구축/운영,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9301688209a46cd7
저축은행 디지털금융본부 Data Science 팀 CSS운영 경력자,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=720c87b5a84f3d11
영상보안 Application 개발 및 수행,Success Korea,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=493a39e613f9971a
서버 개발(사원~과장급),Success Korea,서울 가산디지털단지역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4801b7535e8bc40d
Technical Artist,Success Korea,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=220551aa57f5eed8
경영기획심사,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a9376c5dec70af52
데이터모델링/BI기획,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=061758a50515258f
플랫폼 Back-end 개발 (5년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a07f68014776c455
응용프로그래머[초급],Success Korea,서울 성수동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bd7fef3a83bae958
서버개발 엔지니어(사원~대리),Success Korea,서울 가산디지털단지역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a7b63456fe29200d
IT Specialist,Success Korea,서울 여의도역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4983bec8167924da
[Artist] Technical Artist - FIFA,Success Korea,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5467f1fc45de3a63
Security Developer,Success Korea,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ba3e218f3dfb8be7
고객 행동 Log 분석 전문가(Web/App Log Analyst),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fde71a032b2fe17d
저축은행 디지털뱅킹팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=51dcabafcf7a0bb0
Sr.Service/platform Engineer (15년 이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=50a1cb7c9938cba4
